sample_idx,tweet_pos,tweet_id,text,n_total_votes,n_dontknow_votes,n_valid_votes,top_vote_count_no_dontknow,top_labels_no_dontknow,strict_majority_label_no_dontknow,unique_highest_frequency_label_no_dontknow,chatgpt_label,matches_majority_no_dontknow,matches_unique_highest_frequency_no_dontknow,label_counts_no_dontknow_json
21,11,1475047002086035459,Ako nakon pokretanja #NisamPrijavila ne usledi naše preispitivanje zašto #NisamPrimetio i zašto institucije #NisuReagovale onda je definitivno problem u nama.,7,1,6,2,bes | iščekivanje,,,bes,false,false,"{""Emocionalno neutralno"": 1, ""bes"": 2, ""gađenje"": 1, ""iščekivanje"": 2}"
21,12,1475076604158226435,toliko se divim svim ženama koje su tvitovale #NisamPrijavila,7,0,7,6,radost,radost,radost,poverenje,false,false,"{""iščekivanje"": 1, ""radost"": 6}"
21,13,1475119675386249221,#NisamPrijavila jer mi je bilo 8 godina i on je bio moj otac.,7,1,6,2,Emocionalno neutralno | strah | tuga,,,strah,false,false,"{""Emocionalno neutralno"": 2, ""strah"": 2, ""tuga"": 2}"
21,14,1475510636553641986,"#NisamPrijavila jer se desilo kad san bila dosta mala, 5-6 godina. Nisan imala pojma sta se tad desilo, meni se činilo da je to sta mi je on (didov rođak, sad vec mrtav možda 10-ak god.) napravija normalno. On mi je na katu u sobi nešto u početku pokaziva, dok su moja mater i /",7,3,4,2,tuga,,tuga,tuga,false,true,"{""Emocionalno neutralno"": 1, ""strah"": 1, ""tuga"": 2}"
21,15,1475393481086574598,"#NisamPrijavila Bila je noć, kafana, malo se popilo. Igrala sam sa njegovim drugom, sela, povukao me za kosu, na kvarno udario u vilicu. Ustao i ko pička pobegao. Otišla sam kući, popričala sa prijateljima. Otišla na pregled, prijavila ga. Dobio zabranu prilaska",7,1,6,3,bes,,bes,bes,false,true,"{""Emocionalno neutralno"": 1, ""bes"": 3, ""gađenje"": 1, ""radost"": 1}"
21,16,1476734211876958218,@[user] Retaaard kad je napisao pre par dana #nisamprijavila nisam mogla da verujem sta poredi budaletina!! Teraj to u kurac bolesnik!,7,0,7,7,bes,bes,bes,bes,true,true,"{""bes"": 7}"
21,17,1475251300161961994,"@[user] Pitam se samo odakle pravo da se ukljucuju na #NisamPrijavila svi oni koji su po medijima razvlacili glumice koje su prijavile “uticajne” likove…
Dvojni moral bez morala!",7,0,7,5,bes,bes,bes,bes,true,true,"{""bes"": 5, ""gađenje"": 2}"
21,18,1477776149988225025,"Veceras smo culi dosta korisnih saveta, drugaciji je spejs bio od prethodnog. Nastavicemo da se bavimo ovom temom i dalje. Hvala svima koji su ucestvovali, podelili svoju pricu, savet ili samo slusali.
#NisamPrijavila
#nisisama",7,0,7,6,poverenje,poverenje,poverenje,radost,false,false,"{""poverenje"": 6, ""radost"": 1}"
21,19,1475490333278576641,@[user] @[user] Nažalost ovo je jedini način jer da se nije oglasila sestra ove devojke i ona bi bila samo još jedna u nizu #nisamprijavila ....,7,0,7,5,tuga,tuga,tuga,tuga,true,true,"{""iščekivanje"": 1, ""poverenje"": 1, ""tuga"": 5}"
21,20,1475270232625319937,#NisamPrijavila jer nisam prepoznala seksualno zlostavljanje,7,1,6,4,Emocionalno neutralno,Emocionalno neutralno,Emocionalno neutralno,tuga,false,false,"{""Emocionalno neutralno"": 4, ""iznenađenje"": 1, ""tuga"": 1}"
21,21,1475526091896991750,"Nikada #NisamPrijavila psihičko zlostavljanje od strane mog zeta kada sam imala svega 8 godina, a kasnije kada sam bila u pubertetu komentariao moje noge. Koji je moju sestru nasilno odvojio od naše porodice, za kog smo čuli da ju je maltretirao.",7,1,6,3,tuga,,tuga,strah,false,false,"{""Emocionalno neutralno"": 1, ""bes"": 2, ""tuga"": 3}"
21,22,1475172397473013760,upravo citam #NisamPrijavila i ne mogu da vjerujem kroz sta zene prolaze divim se svakoj ikad❤️,7,0,7,3,iznenađenje,,iznenađenje,iznenađenje,false,true,"{""iznenađenje"": 3, ""poverenje"": 2, ""radost"": 2}"
21,23,1475536725531320321,"#nisamprijavila razmišljam koliko je žena ovde iskusilo i videlo dečake u osnovnoj školi kako savatavaju devojčice/zadižu im suknje, majice. Koliko ih je bilo kažnjeno? Koliko su čule ""to su dečaci, proći će ih"" i ""ne bi te dirali da nisi lepa"" tokom odrastanja.
Učimo dečake da",7,0,7,3,gađenje,,gađenje,bes,false,false,"{""Emocionalno neutralno"": 1, ""bes"": 2, ""gađenje"": 3, ""tuga"": 1}"
21,24,1476606761104814091,"Nije pitanje zasto #NisamPrijavila, nego je pitanje ima li itko dobro iskustvo s prijavom da bar jednom cujemo da se isplatila. Svaka cast žene!",7,1,6,2,radost,,radost,iščekivanje,false,false,"{""bes"": 1, ""iščekivanje"": 1, ""poverenje"": 1, ""radost"": 2, ""strah"": 1}"
21,25,1475184248520949761,"#NisamPrijavila 
Čitam tvitove, šokiran sam i besan. Ali onda naletim na trule priče gde je neko nekog ružno gledao u busu itd. Nemojte čisto da biste nešto napisali da pišete gluposti i time jebeno obesmišljavate ceo ovaj pokret. Ovo je ozbiljno i zna se na šta se ovo odnosi.",7,0,7,7,bes,bes,bes,bes,true,true,"{""bes"": 7}"
21,26,1475416141090758664,"Postoji li jedna iskrena inicijativa, kojoh je cilj samo pomoć/korist za neku grupaciju i ne sadrži direktan napad na Srbiju i/ili SPC,
a da je u njoj učestvovala Staša #NisamPrijavila Zajević?",7,0,7,3,Emocionalno neutralno | bes,,,bes,false,false,"{""Emocionalno neutralno"": 3, ""bes"": 3, ""iščekivanje"": 1}"
21,27,1475439922043572229,"#NisamPrijavila bezbroj puta, ali JESAM PRIJAVILA nedavno ljigave nasilno-seksističke komentare na radnom mjestu.  Uz malo oklijevanja, oformljena je komisija i ljigavcu izrečena opomena i naloženo da mi se izvini - primjereno nedjelu.  MEĐUTIM, u zapisnik komisije uvrštene su...",7,0,7,5,bes,bes,bes,gađenje,false,false,"{""Emocionalno neutralno"": 1, ""bes"": 5, ""poverenje"": 1}"
21,28,1475036401125236736,@[user] Prvi tvit za #NisamPrijavila je postavljen pre manje od 24h. Još gore.,7,3,4,2,Emocionalno neutralno,,Emocionalno neutralno,strah,false,false,"{""Emocionalno neutralno"": 2, ""iznenađenje"": 1, ""tuga"": 1}"
21,29,1475112441210146816,"@[user] @[user] #NisamPrijavila  dečka s kojim sam bila 3 godine (17-20) Psihički me zlostavljao, vrijeđao, kontrolirao.. kad sam napokon skupila snage i hrabrosti da odem uhvatio me toliko jako za ruke da su mi ostale modrice, samo da ne odem, sigurna sam da sam da bi me i udario da sam ostala.",7,0,7,5,strah,strah,strah,strah,true,true,"{""gađenje"": 1, ""strah"": 5, ""tuga"": 1}"
21,30,1475018934101417985,"#nisamprijavila Savet muškarcima: čitajte, ali nemojte da se pretvarate da ste razumeli. Niste. Nekoliko hiljada godina smo učeni da ne razumemo. Ne postavljajmo glupa i suvišna pitanja, samo im pružimo podršku uvek i svugde.",7,0,7,3,poverenje,,poverenje,bes,false,false,"{""bes"": 1, ""gađenje"": 1, ""iščekivanje"": 1, ""poverenje"": 3, ""tuga"": 1}"
21,31,1475462058686750724,"Vidim da se #nisamprijavila u kratkom roku pretvorilo dobrim delom u ,,kulturni rat"" - diskusije o srpstvu, patrijarhatu, kakav je profil onih koji relativizuju ili propagiraju hešteg, bla bla bla. Svaka čast na potpunom promšaju poente, stvarno. A da se fokusiramo na bitne",7,0,7,3,bes | gađenje,,,bes,false,false,"{""Emocionalno neutralno"": 1, ""bes"": 3, ""gađenje"": 3}"
21,32,1475160096221052928,"Važne su kampanje #NisamPrijavila, ali one su kratkog daha. Treba svaki dan hrabro ići kroz život, ne dati na sebe, prijavljivati nasilje, bodriti zastrašene i uplašene. Svaki dan je prilika da budemo ljudi.",7,0,7,3,iščekivanje | poverenje,,,poverenje,false,false,"{""iščekivanje"": 3, ""poverenje"": 3, ""radost"": 1}"
21,33,1475241591631720450,"čitajući #nisamprijavila iskustva i zbog same činjenice da su mnogobrojna, poželim apsolutnu izolaciju od dodira ostatak života",7,0,7,3,strah,,strah,gađenje,false,false,"{""bes"": 1, ""gađenje"": 2, ""strah"": 3, ""tuga"": 1}"
21,34,1475748993569275906,"@[user] Strašno je kad između #prijavilasam i #NisamPrijavila...gotovo da nema razlike. E, to je opasno.",7,1,6,2,iznenađenje | strah,,,strah,false,false,"{""gađenje"": 1, ""iznenađenje"": 2, ""strah"": 2, ""tuga"": 1}"
21,35,1476286311971622915,@[user] Ovo je uzas na kugli zemaljskoj. 😔  #NisamPrijavila,7,0,7,4,tuga,tuga,tuga,tuga,true,true,"{""gađenje"": 2, ""strah"": 1, ""tuga"": 4}"
21,36,1475044982021136384,"#NisamPrijavila prijavljujte sve, jer Vaše prijave znače mnogo!",7,0,7,4,iščekivanje,iščekivanje,iščekivanje,poverenje,false,false,"{""Emocionalno neutralno"": 1, ""iščekivanje"": 4, ""poverenje"": 2}"
21,37,1475360693897605123,"#NisamPrijavila jer su mi rekli da nemam pravo, jer sam sigurno necim sama izazvala, jer je to tako bilo oduvijek, jer samo luda osoba zeli unistit obitelj covjeku, jer sam krivo shvatila,..
#NisamPrijavila jer zivim u Hrvatskoj u 21. stoljecu.",7,0,7,4,bes,bes,bes,bes,true,true,"{""bes"": 4, ""strah"": 1, ""tuga"": 2}"
21,38,1475553974879203330,"I dalje se ježim na #nisamprijavila tvitove.

Svoj ne smem ni da napišem!",7,0,7,5,strah,strah,strah,strah,true,true,"{""gađenje"": 1, ""strah"": 5, ""tuga"": 1}"
21,39,1475121148463562752,"@[user] Sa svakim novim #nisamprijavila tvitom raste bes u meni, bes što nisam bio u prilici da sprečim, bes zbog nemoći da pomognem. Želim da se više nikome ne dogodi, i da podrška nikad ne izostane, i ako nešto znači, želim da znaš da više nisi sama, sad imaš nas. Srce i podrška!❤❤❤",7,0,7,4,bes,bes,bes,bes,true,true,"{""bes"": 4, ""poverenje"": 2, ""radost"": 1}"
21,40,1475715261072396292,"Zašto žene čekaju?
""Žene ne čekaju, naša kultura ih ne čuje""  A.M.

#NisamPrijavila",7,1,6,3,bes,,bes,bes,false,true,"{""bes"": 3, ""gađenje"": 2, ""tuga"": 1}"
21,41,1475204685355270149,bože čitam #nisamprijavila i plačem,7,0,7,7,tuga,tuga,tuga,tuga,true,true,"{""tuga"": 7}"
21,42,1476236288810496009,"Kasno uveče čujem kako je sa jedne strane sobe vuče na drugu. Ona zapomaže sa poda, čujem jer je tik uz plafon, u ćošku. Nije prvi put da policija izlazi na teren. Sve komšije čuju. Prijavila sam, ali ništa....
#NisamPrijavila",7,0,7,4,tuga,tuga,tuga,strah,false,false,"{""gađenje"": 1, ""iščekivanje"": 1, ""strah"": 1, ""tuga"": 4}"
21,43,1475219214956994562,"#NisamPrijavila kad me oženjeni kum moje drugarice napao u kolima posle njihove slave. Vozio nas troje kući, ja ostala poslednja  (jbg Jerković). Dok mi je gurao glavu ka svom međunožju, lupila ga štiklom među oči i pobegla. Otišla kući hramajući preko Plavog mosta bez cipele.",7,0,7,3,strah,,strah,strah,false,true,"{""bes"": 1, ""gađenje"": 2, ""strah"": 3, ""tuga"": 1}"
21,44,1479450491213996038,"@[user] licemerno je što su do pre dve nedelje podržavali #nisamprijavila, a sad odjednom krive ženu samo zato što je poznata ličnost koju ne vole",7,0,7,6,gađenje,gađenje,gađenje,bes,false,false,"{""bes"": 1, ""gađenje"": 6}"
21,45,1475062935504531461,"#NisamPrijavila - sa posledicama trauma,  preživele/i seksualnog nasilja nose se godinama. Obezbediti sistemsku podršku, uključujući i širenje mreže psihosocijalne podrške u zajednici, od krucijalne je važnosti. 
#mentalnozdravlje #podrška #nisisama #nisisam",7,0,7,3,poverenje,,poverenje,tuga,false,false,"{""Emocionalno neutralno"": 2, ""iščekivanje"": 2, ""poverenje"": 3}"
21,46,1475437184572444677,"#NisamPrijavila jer je manipulator koji uvijek pričom pridobije ljude na svoju stranu. Ili jer su mu roditelji važni ljudi u gradu.
Šutila sam jer kad zamislim da moja majka zna osjetim koliko bi je bolilo. Uz sve probleme u životu koje ima, ja sam pred njom uvijek bila sretna...",7,0,7,4,strah,strah,strah,tuga,false,false,"{""strah"": 4, ""tuga"": 3}"
21,47,1475196040055824384,"Kada jesam prijavila, prvo pitanje u policiji je bilo “A čime ste ga izazvali, nemoguće da je iz čista mira!?” Zato, #NisamPrijavila jeste uobičajeno kod nas, ali i jako poražavajuće. Moj problem je bio majušan u odnosu na ovo što sada isplivava. Tužan smo mi narod. I glup. 😞",7,0,7,5,tuga,tuga,tuga,tuga,true,true,"{""bes"": 2, ""tuga"": 5}"
21,48,1475163274358538246,пуни љубави шаљем мојим девојкама. #NisamPrijavila ❤️,7,0,7,4,radost,radost,radost,radost,true,true,"{""poverenje"": 3, ""radost"": 4}"
21,49,1475172336580108296,"Dok čitam sve ove  #NisamPrijavila priče, prisećam se prošlosti, za koju mi je trebalo dosta vremena da je potisnem negde, saosećam se sa svim devojkama/ženama, ali isto tako i muškarcima koji prolaze kroz bilo kakvo nasilje, bilo to fizičko ili psihičko isto je!❤️",7,1,6,3,tuga,,tuga,tuga,false,true,"{""poverenje"": 2, ""radost"": 1, ""tuga"": 3}"
22,0,1475994287460569088,"da stanemo na stanicu dok otkuca poruku), nisam prijavila koliko sam bezala u sred bela dana dok su me ljudi gledali, a on izasao iz auta i krenuo za mnom. Prijavila sam taksi udruzenju koje nije ni odreagovalo, niti me pozvalo posle. #NisamPrijavila da se bojim taksija od tada.",7,0,7,4,strah,strah,strah,strah,true,true,"{""bes"": 3, ""strah"": 4}"
22,1,1475127981916016641,"#NisamPrijavila
drugarica je prijavila oca koji je majku tukao godinama, a tog dana, kada se konačno osmelila da pokuša da joj pomogne, nju je davio, držeći je pritisnutu kolenom na grudima... došli su da mu kažu ""nemojte to više raditi"", a njih dve godinama živele po tuđim...",7,0,7,3,bes,,bes,strah,false,false,"{""Emocionalno neutralno"": 1, ""bes"": 3, ""gađenje"": 2, ""strah"": 1}"
22,2,1475082856909217795,"#nisamprijavila Toliko potresnih tvitova danas pročitah, te žene nisu ni svesne koliko su zapravo hrabre. Ježim se, a istovremeno sam i besna. Besna na svet prepun monstruma i na sve one koji će prvo osuditi žrtvu, a tražiti izgovore za te monstrume.",7,0,7,5,bes,bes,bes,bes,true,true,"{""bes"": 5, ""poverenje"": 1, ""tuga"": 1}"
22,3,1475396291635077120,"15K tvitova #NisamPrijavila , juče i prvi spejs na tu temu. 

Tviter - vaše pravo da znate o čemu Srbija i njene institucije ćute decenijma.",7,0,7,4,Emocionalno neutralno,Emocionalno neutralno,Emocionalno neutralno,bes,false,false,"{""Emocionalno neutralno"": 4, ""iščekivanje"": 1, ""poverenje"": 1, ""strah"": 1}"
22,4,1475430510809726978,"Užasnuta sam brojem žena koji se oglasili #nisamPrijavila? A tek koje nisu? Pa ko su ti nasilnici oko nas? Naši očevi, braća, prijatelji, stričevi... Ne, mi smo u kamenom dobu, trećeg nema?",7,0,7,5,gađenje,gađenje,gađenje,gađenje,true,true,"{""gađenje"": 5, ""iznenađenje"": 1, ""poverenje"": 1}"
22,5,1475378075512803331,"#NisamPrijavila #NisamPrijavio 
Poznajem jako mnogo ljudi koji ćute ceo život. Gledao sam kako im se gorke suze slivaju niz lice jer još uvek nose tu bol u sebi. Slušao sam već odrasle ljude kako otvaraju svoju dušu, ali kasno.
Naučite vašu decu da ste im najbolji prijatelji.",7,0,7,4,tuga,tuga,tuga,tuga,true,true,"{""iščekivanje"": 2, ""strah"": 1, ""tuga"": 4}"
22,6,1475234535650611210,Hteo sam da 🔃 sve #NisamPrijavila priče. Drago mi je što nisam ni približno uspeo. Drago mi je što je toliko ljudi odlučilo da prestane da ćuti.,7,0,7,6,radost,radost,radost,radost,true,true,"{""poverenje"": 1, ""radost"": 6}"
22,7,1475057349543043076,"Drugi put #NisamPrijavila jer sam se derealizovala od straha i nisam bila sigurna da li je ta ruka stvarno bila tamo gde mi se čini da jeste. Mnogo godina kasnije, uverila sam se da jeste, kad je jednom dobrom čoveku intuicija rekla da treba da stoji između mene i tog…",7,3,4,2,poverenje | strah,,,strah,false,false,"{""poverenje"": 2, ""strah"": 2}"
22,8,1475422746721067017,Znala sam da trebam samo da citam #NisamPrijavila a ne odgovore jer mi se sere od ljudi koji se bukv POTRUDE da nadju bilo kakvo opravdanje za nasilje,7,0,7,4,bes,bes,bes,gađenje,false,false,"{""bes"": 4, ""gađenje"": 3}"
22,9,1475231368447672336,"tog dana mi se mozak prevrtao i nisam mogla išta da kažem, kako ja nju da utešim ili ohrabrim, mogla sam samo da je slušam
sad čitam #nisamprijavila nadajući se da je moja ""drugarica"" iz covid ambulante živa, zdrava i srećna",7,1,6,4,iščekivanje,iščekivanje,iščekivanje,strah,false,false,"{""Emocionalno neutralno"": 1, ""iščekivanje"": 4, ""tuga"": 1}"
22,10,1475437413728202757,"Silovanje psihe #NisamPrijavila, a  danima nisam spavala od pretnji bivšeg izvođača radova na F.gori .... jer žena, bez muške zaštite, 75km udaljena, koju je hteo da opelješi. 

Znam, nije uporedivo sa fizičkim nasiljem, al' utiče ...  :(",7,1,6,4,strah,strah,strah,strah,true,true,"{""Emocionalno neutralno"": 1, ""strah"": 4, ""tuga"": 1}"
22,11,1475419342397644803,Od #NisamPrijavila krv mi se ledi u žilama...ljubav za sve 😔❤,7,2,5,4,tuga,tuga,tuga,tuga,true,true,"{""poverenje"": 1, ""tuga"": 4}"
22,12,1475788852954607632,#NisamPrijavila Подршка за све жене жртве насиља.,7,0,7,3,poverenje,,poverenje,tuga,false,false,"{""Emocionalno neutralno"": 2, ""poverenje"": 3, ""radost"": 2}"
22,13,1475107992215375874,"читајући туђе и присећајући се моје приче иза #NisamPrijavila , све што могу да кажем јесте да се плашим колико нас још има поред свих ових прича и твитова и инстаграм постова.
осећам се беспомоћно када се ставим у ваше коже и схватим како сам се ја осећала,",7,0,7,5,strah,strah,strah,strah,true,true,"{""poverenje"": 1, ""strah"": 5, ""tuga"": 1}"
22,14,1475125938027470851,#NisamPrijavila jer sam imala 15 godina i to mi je bila prva veza gde sam bila ubeđivanja da je to normalno i da to našu vezu čini jačom,7,1,6,2,Emocionalno neutralno | gađenje,,,strah,false,false,"{""Emocionalno neutralno"": 2, ""gađenje"": 2, ""strah"": 1, ""tuga"": 1}"
22,15,1475129848628711431,#NisamPrijavila jer me je bilo sramota što sam se našla u par situacija u neznanju i jer je druga strana bila uverena da je sve OK. Tek mnogo godina kasnije sam shvatila šta mi se u tih par navrata desilo. Bila me je sramota što sam bila glupa tako.,7,0,7,3,gađenje,,gađenje,tuga,false,false,"{""Emocionalno neutralno"": 1, ""gađenje"": 3, ""iznenađenje"": 1, ""tuga"": 2}"
22,16,1475121455738327044,"#NisamPrijavila pokret me natjerao da otvorim Twitter account jer se pronalazim u svakoj riječi, saosjećam sa svakom ženom/djevojkom i jer je ovo najbitniji momenat u 2021 koji mora da donese promjene.",7,0,7,3,iščekivanje,,iščekivanje,iščekivanje,false,true,"{""Emocionalno neutralno"": 1, ""iščekivanje"": 3, ""poverenje"": 1, ""radost"": 2}"
22,17,1475394038866001921,"са овим #NisamPrijavila се не постиже ништа, осим што ће девојке овде да олакшају душу. 
чак мислим и да је погрешно јер ће многе доживети то као да је сасвим нормално да не пријаве. није нормално.

боље направите неки нпр. #PrijaviNaVreme и охрабрујте девојке да пријављују.",7,0,7,3,Emocionalno neutralno,,Emocionalno neutralno,bes,false,false,"{""Emocionalno neutralno"": 3, ""gađenje"": 1, ""iščekivanje"": 1, ""poverenje"": 2}"
22,18,1475411302256463875,"#NisamPrijavila je razotkrila ogroman društveni problem i država bi morala da skoči na noge: 
slušanje žrtava u Skupštini; spec. sednica Vlade, preispitivanje slučajeva među tužiteljima, u Policiji unutrašnje kontrole, u školama tematski časovi, Zaštitnik građana grmi...
Ali.",7,2,5,2,iščekivanje,,iščekivanje,bes,false,false,"{""Emocionalno neutralno"": 1, ""bes"": 1, ""gađenje"": 1, ""iščekivanje"": 2}"
22,19,1475558708423929860,#NisamPrijavila jer sam imala 10 godina i naterala sam sebe da zaboravim na to.,7,0,7,3,tuga,,tuga,tuga,false,true,"{""Emocionalno neutralno"": 2, ""gađenje"": 1, ""strah"": 1, ""tuga"": 3}"
22,20,1475521468016603139,"Plaćamo policiju i državnu administraciju da rade svoj posao, da bismo mi mogli da radimo svoje poslove.
I to onda moramo umesto njih.
Čemu služe onda???
#NisamPrijavila",7,0,7,4,bes,bes,bes,bes,true,true,"{""bes"": 4, ""gađenje"": 2, ""iščekivanje"": 1}"
22,21,1475093280354353154,"ovo je prvi put posle skoro 10 godina da me nije strah da ispričam i da se zaista ne osećam kao krivac, već kao pobednik. #nisamprijavila",7,0,7,4,radost,radost,radost,radost,true,true,"{""iščekivanje"": 1, ""poverenje"": 2, ""radost"": 4}"
22,22,1475157481420726277,"само желим да пружим подршку свим девојкама које су испричале своје приче, а и онима које нису. Нисте саме. ❤️ #nisamprijavila",7,0,7,5,poverenje,poverenje,poverenje,poverenje,true,true,"{""poverenje"": 5, ""radost"": 2}"
22,23,1475030650365304832,"#NisamPrijavila
Poruka za sve devojke i žene.
Neka vam ovo bude primer da ne budete slabici. 
Učite na tuđim greškama i slabostima.
Bori se, nemoj ćutati!",7,0,7,2,Emocionalno neutralno | poverenje | radost,,,bes,false,false,"{""Emocionalno neutralno"": 2, ""bes"": 1, ""poverenje"": 2, ""radost"": 2}"
22,24,1475883429233410050,"@[user] @[user] cijeli je trend o ženama koje nisu prijavile. da se radi o prijavljenim slučajevima, naravno da bi se slagala, sve dok ne dođemo na npr. presudu Hr suda gdje je olakotna okolnost bila što čovjek ""nije prihvatio odbijanje""

ali druga tema od #NisamPrijavila",7,5,2,2,bes,bes,bes,bes,true,true,"{""bes"": 2}"
22,25,1480249991239188487,"@[user] Feministkinje koje su se cule u #nisamprijavila,vjerovatno su bile tu i pljeskale ushiceno jer su muslimanke same to trazile #hypocrisy",7,3,4,4,gađenje,gađenje,gađenje,bes,false,false,"{""gađenje"": 4}"
22,26,1475520635766030351,"#NisamPrijavila 
Imala sam 7-8 godina i bila sam sama kod kuce, kada je dosao komsija koji je bio mnogo puta ranije kod nas i uzeo me u krilo kao mnogo puta ranije, samo sto me je tog puta detaljno ispipkao po celom telu, mislim da je to pipkanje trajalo pola sata... ⬇️",7,1,6,2,gađenje | strah,,,strah,false,false,"{""Emocionalno neutralno"": 1, ""bes"": 1, ""gađenje"": 2, ""strah"": 2}"
22,27,1475537193502490627,"#nisamprijavila im se može i da je to normalno a devojčice da ih niko neće zaštititi i da su same krive jer da nisu x,y,z, onda ih ne bi dirali.",7,1,6,3,gađenje,,gađenje,bes,false,false,"{""Emocionalno neutralno"": 1, ""bes"": 2, ""gađenje"": 3}"
22,28,1475816778987098120,@[user] @[user] Ne svidja vam se pa udrite po njoj a sa druge strane propagandu #NisamPrijavila branite nek ispadne da su muskarci zlo. Da ne pricam sta radite @[user] nju otprilike treba razapeti na terazijama jer se usprotivila propagandi  #nisamPrijavila #nisisama,7,1,6,6,bes,bes,bes,bes,true,true,"{""bes"": 6}"
22,29,1475051873522659330,Ne bih ja bio ja kada ne bih primjetio da se ovom heštegu #NisamPrijavila uglavnom javljaju Srpkinje.,7,2,5,2,bes,,bes,iznenađenje,false,false,"{""Emocionalno neutralno"": 1, ""bes"": 2, ""iznenađenje"": 1, ""iščekivanje"": 1}"
22,30,1475958688636620800,"@[user] @[user] Autor i sam upada u logičku zamku jer i on #nisamprijavila posmatra kroz prizmu svojih anti-femnističkih stavova (feminizam izjednačava sa mizandrijom), te stoga ne bi ni trebao da uzima učešće u raspravi, jer, jelte, ima ima političke pozadine",7,3,4,4,bes,bes,bes,bes,true,true,"{""bes"": 4}"
22,31,1475138800108150784,"Ненормалну снагу и успела да га одгурнем и ошамарим. Да, #NisamPrijavila, али сам рекла првом момку из обезбеђења. Мислим да је добио додатне батине, нисам сигурна, али је био избачен из локала. А моје сузе су кренуле тек када сам се смирила. Још једном, хвала ти тата на томе ❤️",7,1,6,3,poverenje | radost,,,poverenje,false,false,"{""poverenje"": 3, ""radost"": 3}"
22,32,1476169396095791104,Sve dok o bezbednosti gradjana vode računa upravo ovakva gamad broj tvitova na #NisamPrijavila će samo da raste + na sve to dodamo one devojke koje su potpuno istraumirane i ne mogu da govore o tome na bilo koji način a sigurna sam da nas je mnogo,7,0,7,4,bes,bes,bes,bes,true,true,"{""bes"": 4, ""iščekivanje"": 1, ""poverenje"": 1, ""tuga"": 1}"
22,33,1475092636084195332,"#NisamPrijavila jer sam bila izmanipulisana, zavisila sam od njegove 'ljubavi' ubeđena da bez njega ne mogu da živim, opravdavala ga i tako dalje",7,1,6,3,tuga,,tuga,tuga,false,true,"{""bes"": 1, ""iznenađenje"": 1, ""poverenje"": 1, ""tuga"": 3}"
22,34,1475432616845361158,#NisamPrijavila jer sam mislila da je u redu ako smo u vezi.,7,1,6,2,Emocionalno neutralno,,Emocionalno neutralno,poverenje,false,false,"{""Emocionalno neutralno"": 2, ""bes"": 1, ""gađenje"": 1, ""poverenje"": 1, ""tuga"": 1}"
22,35,1475096828064538630,"Davno me je uhvatio neki za vrat i nabio u zid pa sam ja kao jaka i sposobna njemu razbila nos, ali sad što više razmišljam vidim koliko je bilo da #NisamPrijavila jer nisam znala, jer i dalje učim šta je nasilje, mislila sam da to tako treba, ili da sam sama birala, zaslužila.",7,1,6,3,tuga,,tuga,tuga,false,true,"{""bes"": 1, ""iznenađenje"": 2, ""tuga"": 3}"
22,36,1475166891207499777,Oko struka pokušao da me odvuče u haustor. Od tog sporta je tada bilo koristi i uz ogroman napor sam uspela da se odbranim i pobegnem. Drhtala sam kao prut. A poslednji put #NisamPrijavila ja već je to uradila moja sestra i zato joj hvala do neba. Moj je heroj zbog toga.,7,0,7,3,strah,,strah,strah,false,true,"{""poverenje"": 1, ""radost"": 2, ""strah"": 3, ""tuga"": 1}"
22,37,1475075455183110145,"#NisamPrijavila jer bi ispalo da se dedina unuka žali. Deda mi je bio direktor škole, a #bullying sam najviše zbog toga doživljavala. Iako je deda otišao u penziju kada sam ja krenula u prvi razred. Osam godina sam se nosila sa tim, niko od odraslih nije primetio.",7,1,6,3,tuga,,tuga,tuga,false,true,"{""bes"": 1, ""strah"": 2, ""tuga"": 3}"
22,38,1476087252845481985,"#NisamPrijavila Jako je bitan izbor u životu.Nasilni partneri čine manje od 0,1 % našeg društva.Biraj mudro.",7,2,5,3,Emocionalno neutralno,Emocionalno neutralno,Emocionalno neutralno,iščekivanje,false,false,"{""Emocionalno neutralno"": 3, ""bes"": 1, ""iznenađenje"": 1}"
22,39,1479703093495410689,"@[user] Mislim da nasilje ne treba da ima veze sa imenom i prezimenom žene koja je pretrpela ili trpi. #NisamPrijavila treba da oživi u svakom smislu jer ne bi počeli godinu sa ženom koja je nažalost ubijena i ženom koja je maltretirana.
Danas JK sutra TI,nasilniku ne treba povod.",7,1,6,2,gađenje,,gađenje,bes,false,false,"{""Emocionalno neutralno"": 1, ""gađenje"": 2, ""iščekivanje"": 1, ""poverenje"": 1, ""radost"": 1}"
22,40,1475081694847938564,#NisamPrijavila jer je bilo moje prvo seksualno iskustvo i nisam znala šta znači pristanak. Nije me niko naučio,7,0,7,3,tuga,,tuga,tuga,false,true,"{""bes"": 1, ""iznenađenje"": 2, ""poverenje"": 1, ""tuga"": 3}"
